0.000000, 0.879385, 0.500000, 0.000000, 0.000000, 0.869900, 0.493200, 0.500144, 0.744995,
0.000000, 0.652704, 0.766044, 0.000000, -0.000000, 0.653800, 0.756700, 0.500144, 0.876330,
0.326352, 0.565258, 0.766044, 0.000000, 0.326900, 0.566200, 0.756700, 0.661251, 0.876330,
0.000000, 0.879385, 0.500000, 0.000000, 0.000000, 0.869900, 0.493200, 0.500144, 0.744995,
0.326352, 0.565258, 0.766044, 0.000000, 0.326900, 0.566200, 0.756700, 0.661251, 0.876330,
0.439693, 0.761570, 0.500000, 0.000000, 0.435000, 0.753400, 0.493200, 0.717203, 0.744995,
0.000000, 0.652704, -0.766044, 0.000000, -0.000000, 0.653800, -0.756700, 0.500144, 0.119997,
0.000000, 0.879385, -0.500000, 0.000000, -0.000000, 0.869900, -0.493200, 0.500144, 0.251333,
0.439693, 0.761570, -0.500000, 0.000000, 0.435000, 0.753400, -0.493200, 0.717203, 0.251333,
0.000000, 0.652704, -0.766044, 0.000000, -0.000000, 0.653800, -0.756700, 0.500144, 0.119997,
0.439693, 0.761570, -0.500000, 0.000000, 0.435000, 0.753400, -0.493200, 0.717203, 0.251333,
0.326352, 0.565258, -0.766044, 0.000000, 0.326900, 0.566200, -0.756700, 0.661251, 0.119997,
0.000000, 1.000000, 0.173648, 0.000000, -0.000000, 0.985200, 0.171300, 0.500144, 0.583887,
0.000000, 0.879385, 0.500000, 0.000000, 0.000000, 0.869900, 0.493200, 0.500144, 0.744995,
0.439693, 0.761570, 0.500000, 0.000000, 0.435000, 0.753400, 0.493200, 0.717203, 0.744995,
0.000000, 1.000000, 0.173648, 0.000000, -0.000000, 0.985200, 0.171300, 0.500144, 0.583887,
0.439693, 0.761570, 0.500000, 0.000000, 0.435000, 0.753400, 0.493200, 0.717203, 0.744995,
0.500000, 0.866026, 0.173648, 0.000000, 0.492600, 0.853200, 0.171300, 0.746974, 0.583887,
0.000000, 0.347296, 0.939693, 0.000000, -0.000000, 0.362500, 0.932000, 0.500144, 0.962054,
0.000000, 0.000000, 1.000000, 0.000000, -0.000000, -0.000000, 1.000000, 0.500144, 0.991825,
0.173648, 0.300768, 0.939693, 0.000000, 0.181300, 0.313900, 0.932000, 0.585867, 0.962054,
0.000000, 0.347296, -0.939693, 0.000000, -0.000000, 0.362500, -0.932000, 0.500144, 0.034273,
0.000000, 0.652704, -0.766044, 0.000000, -0.000000, 0.653800, -0.756700, 0.500144, 0.119997,
0.326352, 0.565258, -0.766044, 0.000000, 0.326900, 0.566200, -0.756700, 0.661251, 0.119997,
0.000000, 0.347296, -0.939693, 0.000000, -0.000000, 0.362500, -0.932000, 0.500144, 0.034273,
0.326352, 0.565258, -0.766044, 0.000000, 0.326900, 0.566200, -0.756700, 0.661251, 0.119997,
0.173648, 0.300768, -0.939693, 0.000000, 0.181300, 0.313900, -0.932000, 0.585867, 0.034273,
0.000000, 1.000000, -0.173648, 0.000000, -0.000000, 0.985200, -0.171300, 0.500144, 0.412440,
0.000000, 1.000000, 0.173648, 0.000000, -0.000000, 0.985200, 0.171300, 0.500144, 0.583887,
0.500000, 0.866026, 0.173648, 0.000000, 0.492600, 0.853200, 0.171300, 0.746974, 0.583887,
0.000000, 1.000000, -0.173648, 0.000000, -0.000000, 0.985200, -0.171300, 0.500144, 0.412440,
0.500000, 0.866026, 0.173648, 0.000000, 0.492600, 0.853200, 0.171300, 0.746974, 0.583887,
0.500000, 0.866026, -0.173648, 0.000000, 0.492600, 0.853200, -0.171300, 0.746974, 0.412440,
0.000000, 0.652704, 0.766044, 0.000000, -0.000000, 0.653800, 0.756700, 0.500144, 0.876330,
0.000000, 0.347296, 0.939693, 0.000000, -0.000000, 0.362500, 0.932000, 0.500144, 0.962054,
0.173648, 0.300768, 0.939693, 0.000000, 0.181300, 0.313900, 0.932000, 0.585867, 0.962054,
0.000000, 0.652704, 0.766044, 0.000000, -0.000000, 0.653800, 0.756700, 0.500144, 0.876330,
0.173648, 0.300768, 0.939693, 0.000000, 0.181300, 0.313900, 0.932000, 0.585867, 0.962054,
0.326352, 0.565258, 0.766044, 0.000000, 0.326900, 0.566200, 0.756700, 0.661251, 0.876330,
0.000000, 0.000000, -1.000000, 0.000000, 0.000000, -0.000000, -1.000000, 0.500144, 0.004502,
0.000000, 0.347296, -0.939693, 0.000000, -0.000000, 0.362500, -0.932000, 0.500144, 0.034273,
0.173648, 0.300768, -0.939693, 0.000000, 0.181300, 0.313900, -0.932000, 0.585867, 0.034273,
0.000000, 0.879385, -0.500000, 0.000000, -0.000000, 0.869900, -0.493200, 0.500144, 0.251333,
0.000000, 1.000000, -0.173648, 0.000000, -0.000000, 0.985200, -0.171300, 0.500144, 0.412440,
0.500000, 0.866026, -0.173648, 0.000000, 0.492600, 0.853200, -0.171300, 0.746974, 0.412440,
0.000000, 0.879385, -0.500000, 0.000000, -0.000000, 0.869900, -0.493200, 0.500144, 0.251333,
0.500000, 0.866026, -0.173648, 0.000000, 0.492600, 0.853200, -0.171300, 0.746974, 0.412440,
0.439693, 0.761570, -0.500000, 0.000000, 0.435000, 0.753400, -0.493200, 0.717203, 0.251333,
0.500000, 0.866026, 0.173648, 0.000000, 0.492600, 0.853200, 0.171300, 0.746974, 0.583887,
0.439693, 0.761570, 0.500000, 0.000000, 0.435000, 0.753400, 0.493200, 0.717203, 0.744995,
0.761570, 0.439693, 0.500000, 0.000000, 0.753400, 0.435000, 0.493200, 0.876102, 0.744995,
0.500000, 0.866026, 0.173648, 0.000000, 0.492600, 0.853200, 0.171300, 0.746974, 0.583887,
0.761570, 0.439693, 0.500000, 0.000000, 0.753400, 0.435000, 0.493200, 0.876102, 0.744995,
0.866025, 0.500000, 0.173648, 0.000000, 0.853200, 0.492600, 0.171300, 0.927667, 0.583887,
0.173648, 0.300768, 0.939693, 0.000000, 0.181300, 0.313900, 0.932000, 0.585867, 0.962054,
0.000000, 0.000000, 1.000000, 0.000000, -0.000000, -0.000000, 1.000000, 0.500144, 0.991825,
0.300767, 0.173648, 0.939693, 0.000000, 0.313900, 0.181300, 0.932000, 0.648621, 0.962054,
0.173648, 0.300768, -0.939693, 0.000000, 0.181300, 0.313900, -0.932000, 0.585867, 0.034273,
0.326352, 0.565258, -0.766044, 0.000000, 0.326900, 0.566200, -0.756700, 0.661251, 0.119997,
0.565258, 0.326352, -0.766044, 0.000000, 0.566200, 0.326900, -0.756700, 0.779190, 0.119997,
0.173648, 0.300768, -0.939693, 0.000000, 0.181300, 0.313900, -0.932000, 0.585867, 0.034273,
0.565258, 0.326352, -0.766044, 0.000000, 0.566200, 0.326900, -0.756700, 0.779190, 0.119997,
0.300767, 0.173648, -0.939693, 0.000000, 0.313900, 0.181300, -0.932000, 0.648621, 0.034274,
0.500000, 0.866026, -0.173648, 0.000000, 0.492600, 0.853200, -0.171300, 0.746974, 0.412440,
